,img_name,labels
4167,B__ce15e812f69d930092723d4c42ca5e1c.png,6
8167,Ta00487.png,0
2548,B__1a600ae51e14592b638a18ab3193383d.png,7
9948,ave-0199-0007.png,3
14593,vwg-0687-0009.png,3
14864,vwg-0757-0012.png,3
363,A__249a5f67f5067fa02c03f04abd15584f.png,7
719,A__4c6d91966abd6bcf750cb8af46dab6e5.png,7
12013,ave-0544-0035.png,3
3579,B__8c131ad9afa7f9be5ed3ea704af532cc.png,6
8050,Ta00132.png,0
2321,B__0019ec19d8684ec62814afc425ae7a99.png,6
16552,vwg-1272-0012.png,3
11345,ave-0358-0019.png,3
595,A__3cbf19f786e906c86d0059cdcdb68b37.png,2
969,A__65ebf12770263b213f4592954badbf1c.png,-1
8615,Ta01650.png,0
13753,vwg-0518-0021.png,3
9416,ave-0079-0006.png,3
6597,C__e7a3708403533fa3b4c6f43838f6cabe.png,1
418,A__29239640e01bf7c990b47e6e9cfa4366.png,-1
14709,vwg-0709-0012.png,3
4037,B__bffd868ed40b8924261ad7fa5fa2961b.png,7
6571,C__e56fa3cc3115147d6dbdb80ac5ccf25e.png,-1
11174,ave-0341-0008.png,3
16632,vwg-1279-0002.png,3
11135,ave-0337-0008.png,3
9075,Ta02310.png,-1
15690,vwg-0935-0009.png,3
7470,D__6d852c05c8c7adb4ae854e899aa0a6d9.png,1
8379,Ta01140.png,0
12155,ave-0596-0007.png,3
16682,vwg-1284-0003.png,3
14517,vwg-0681-0030.png,3
9439,ave-0083-0002.png,3
12005,ave-0544-0027.png,3
13808,vwg-0547-0004.png,3
16071,vwg-1229-0005.png,3
6320,C__c72c5e24b404a0fa38d7728b34bab401.png,6
17021,vwg-1326-0007.png,3
1685,A__b796e4402ccd4359d7e77e024910ae57.png,1
15338,vwg-0838-0003.png,3
13588,vwg-0453-0005.png,3
12381,vwg-0031-0003.png,3
11267,ave-0349-0004.png,3
6206,C__bb1b9ccfe7b1cf6981d11a1e9469ffdf.png,1
2274,A__fa5694a7c1b1132d2b0f59081d7a3bee.png,7
7826,D__a3cb00497d7ab266091d2792427867bd.png,1
6127,C__b13377fb86a4b39135d40a0c00bf5d72.png,5
8570,Ta01563.png,0
582,A__3b1db0b291814eb9bb07775f47b8d50a.png,6
2743,B__32a8e3f4d092a6e54730a06e20bc8775.png,2
15601,vwg-0902-0002.png,3
89,A__07c0b75d3568af22da1a6d191af6db90.png,1
979,A__6705956e968c8a9e3f144f9a2b62a50d.png,5
11355,ave-0358-0029.png,3
9680,ave-0139-0007.png,3
11639,ave-0503-0006.png,3
6480,C__daab82cea8f74e0bb534b1b37afb1f65.png,-1
6598,C__e7a626d08b74e74269a432b25759d5af.png,1
7068,D__244fd9312c3d0e5413d003cd066d0395.png,6
10441,ave-0265-0017.png,3
13302,vwg-0310-0013.png,3
3987,B__baf5fc1fc3bacf6f75f2e64b5b5cd156.png,1
2802,B__39f175fc081a3186c259ebd800931424.png,5
1027,A__6de86ef07bb4b97f891849f32ce9d267.png,1
3150,B__5e8245227d8088af472f17c661b9d3a0.png,7
5964,C__a0d7eaf290d63a7ec7076a9e90e82e96.png,5
8267,Ta00792.png,0
768,A__510d176917bdd4c16abfdcbfe479faca.png,2
2885,B__415f5d37c8d96a482165ffc4d9ad208c.png,2
6326,C__c7b04a7b69f659efb8f1a60ad863e7b9.png,7
8609,Ta01638.png,0
4319,B__dd46b02f39df79380e21166da3355304.png,6
15317,vwg-0835-0012.png,3
5823,C__8fbda609e4ce64be43a912e84e42c178.png,6
2973,B__4b4de9b921c58df87b9824567aa9ea36.png,-1
16401,vwg-1258-0009.png,3
7332,D__530910453490e73edeb2967564fb7e0f.png,7
9573,ave-0122-0003.png,3
14113,vwg-0597-0002.png,3
4300,B__db981e91b30bd91241b73ec1af48da06.png,6
4717,C__03c0cb1387b18f1ebdc5da9168283a54.png,6
575,A__3a4b28ecda4608cb5bc6ecb3f90dc5a9.png,1
10494,ave-0269-0021.png,3
4435,B__e871171f741119e8844eeb360fb74c16.png,7
3721,B__9bc6b6ba1bcc17538850957cd8caa2dd.png,1
9145,ave-0035-0007.png,3
825,A__569f3248bb2a1c435be638493284c8d8.png,1
11804,ave-0525-0020.png,3
12444,vwg-0042-0013.png,3
8285,Ta00873.png,0
7714,D__921f2874497d0056da1cf4e293a84937.png,6
10224,ave-0247-0007.png,3
11112,ave-0336-0005.png,3
5723,C__830d748d4fbfcf89657c63e5e1e9a7b6.png,7
8376,Ta01132.png,0
9568,ave-0118-0030.png,3
11618,ave-0502-0004.png,3
15299,vwg-0831-0003.png,3
7640,D__885907ec90856f7e2415e5bfa9f1c80a.png,1
9105,Ta02339.png,0
10501,ave-0270-0009.png,3
5416,C__5d3779e593199ed2d13863071bae3efa.png,1
5079,C__2ff6ca8701d4a9b227b0984c25c8cb1a.png,7
7602,D__83311f577e55001a7751f118cfd1cf9a.png,1
8218,Ta00644.png,0
7713,D__920863394064765b10cc1f043c04c12b.png,7
6768,C__f84a3d3d9daa0aa9cb6e30097408c1a9.png,6
14735,vwg-0712-0026.png,3
2862,B__3e8cf3a7a2aa1d60876561001c4e2fc7.png,6
7302,D__4dcdd74a0d903d40a827a8359f472d34.png,7
1824,A__c74043a60f44c84243084e111b185bbc.png,7
1661,A__b4a3ab310e91f2b5a456e056ab415fe6.png,6
4356,B__e05caf577d32fff192e8a19a68095408.png,7
13833,vwg-0554-0021.png,3
5897,C__98927f73def6825d3b01f29d43f6e89c.png,1
12807,vwg-0139-0003.png,3
2303,A__fd28e52f14ec503c2f1801fe4ccd0692.png,6
147,A__0e1d18c377d060bc80144b766900db57.png,7
6741,C__f53faa8ac31cc044a7a36dd5f53ef8be.png,7
4325,B__ddf4c231fb728f5c083fccd96d2ab9fa.png,1
5759,C__86c6fbd7d96a35b2b5eb313c5509cd04.png,6
11598,ave-0499-0004.png,3
14849,vwg-0748-0024.png,3
2200,A__f3884a5b7e2956bac7627a971f0d757c.png,1
11429,ave-0362-0016.png,3
14826,vwg-0745-0001.png,3
1247,A__887950d498f4906beae82f79917c4d47.png,7
9114,Ta02345_6_8_17.png,0
10753,ave-0302-0015.png,3
11204,ave-0342-0028.png,3
1421,A__9be2639c335d2e39fa3f527782053b42.png,7
16861,vwg-1306-0005.png,3
5581,C__70db0f24eeafe93512c6834e0c233509.png,6
10371,ave-0259-0003.png,3
16477,vwg-1265-0005.png,3
15393,vwg-0843-0006.png,3
7668,D__8c418ac565ff278efe869c2b7eed5ac5.png,7
2938,B__4731b5931a7283573185c49e01ea26d3.png,1
14135,vwg-0604-0008.png,3
11758,ave-0519-0012.png,3
11182,ave-0342-0006.png,3
4365,B__e12bb35aa1591a43e8a0feaf2ee75d71.png,1
7465,D__6cf7a1e9288ea61294dc53670d81f005.png,7
2252,A__f899ddd5095193070f46158103fb1fed.png,7
14110,vwg-0593-0053.png,3
12714,vwg-0114-0006.png,3
9956,ave-0199-0016.png,3
10576,ave-0288-0003.png,3
6148,C__b3ed7aae1db4a6bcb0ef5eebefc606b8.png,1
15955,vwg-1221-0018.png,3
12814,vwg-0140-0005.png,3
8313,Ta00947.png,0
6226,C__bd83a4e3bd456bbbaed9c369ece50c0b.png,6
10859,ave-0312-0013.png,3
12351,vwg-0025-0020.png,3
263,A__1b0b352d6c06c5f7b2b5aac5eebe1fca.png,1
3099,B__5906513700de33a8264125fdd5e136c9.png,6
16902,vwg-1310-0007.png,3
4660,B__fce9687c513c8a2366646729b3832197.png,6
16091,vwg-1231-0014.png,3
2505,B__155faafa5cb1c667475178b569aa0043.png,1
16235,vwg-1242-0016.png,3
11621,ave-0502-0007.png,3
14069,vwg-0590-0042.png,3
15785,vwg-0970-0014.png,3
16947,vwg-1316-0002.png,3
3915,B__b3bc600339aeddcc57d0615ee0043759.png,5
806,A__5482479fb5346a47355b06fd9668eed0.png,7
2255,A__f8bd12f1dfae9d1948901d42b07f7260.png,7
14277,vwg-0635-0014.png,3
15656,vwg-0920-0006.png,3
559,A__384770b0c28bd0459030a7ebbbe9c919.png,7
14000,vwg-0589-0005.png,3
13299,vwg-0310-0010.png,3
9892,ave-0190-0009.png,3
2930,B__466c4734a0f58c81b593324b02186b41.png,7
10104,ave-0223-0020.png,3
4352,B__e0332ec880c2e1121a800023caa6b443.png,5
9019,Ta02249.png,0
9270,ave-0053-0002.png,3
4713,C__037a74f4b17948b8d8a293f92e38487a.png,7
13135,vwg-0258-0014.png,3
16166,vwg-1236-0007.png,3
3058,B__55633d626a3e51fb4f0438a60fbda7c3.png,1
9869,ave-0189-0004.png,3
15142,vwg-0796-0013.png,3
12480,vwg-0048-0005.png,3
4350,B__e0094ab67dbc79a0c983f995564091e4.png,6
814,A__55a98c45d7827bcc3f934354daf6f106.png,6
13608,vwg-0458-0006.png,3
8599,Ta01617.png,0
15187,vwg-0801-0003.png,3
2379,B__06e947f3467bb6d76b95153b7693fb59.png,4
3651,B__93c5a5c3d9a13420994d46e1e866a0ef.png,6
7390,D__5de4e56dc5400a81b7dea891cc7b16e3.png,7
3412,B__7b1c9589eba74412ac776a6d1377ef98.png,6
15612,vwg-0903-0003.png,3
3119,B__5b094d7765b1ae8004579178e96c3d7d.png,7
8399,Ta01197.png,0
7855,D__a91ec94d481fa45b7069830790f4ba54.png,7
12490,vwg-0049-0014.png,3
14087,vwg-0593-0019.png,3
5728,C__8377576885d40d4cb64d51563e63cb98.png,7
9788,ave-0157-0002.png,3
13432,vwg-0406-0012.png,3
7897,D__af787e3e2ca1792b5b54bae0d5c55f4c.png,2
12711,vwg-0114-0002.png,3
267,A__1b51232d2a32d67f5752306bf30fefc3.png,7
15252,vwg-0815-0008.png,3
11769,ave-0523-0005.png,3
2847,B__3d190b9f0d07115e3b8975a32494cda8.png,7
10682,ave-0296-0009.png,3
10478,ave-0269-0005.png,3
12958,vwg-0161-0009.png,3
14254,vwg-0615-0067.png,3
4902,C__1a995d2935cf07b329b3efabcb8b3ff2.png,1
14496,vwg-0681-0005.png,3
7516,D__73dc5afa478d4bdebc500c82d2805e0f.png,2
8672,Ta01782.png,0
8692,Ta01817.png,0
3553,B__8927861423c649c083f8e8805104e1d6.png,7
13081,vwg-0222-0006.png,3
8604,Ta01629.png,0
1977,A__d8abbbb7c7a6d50075eef0014b6d6e3b.png,7
12320,vwg-0022-0022.png,3
2192,A__f2aba974ffd97fc2fda3f8891a6e11e2.png,7
10445,ave-0267-0002.png,3
14569,vwg-0685-0024.png,3
2366,B__0561a5ae571f63231136f5fe516d9e84.png,7
871,A__5cc154743771b3f30ae654747348374d.png,2
16787,vwg-1295-0009.png,3
3325,B__703768bb71a58f053fae483b560961b7.png,6
6821,C__fd02c0e3bcc74130f2ff0419db83a4a5.png,1
3635,B__91fae61c8da2151c244b7f7d9ccefd77.png,7
584,A__3b5adcc56cc060c2d8c9a07b6e5e2ade.png,7
8200,Ta00592.png,0
6477,C__d9e875d26f8650b9e3e58d2e29003a5c.png,1
1890,A__cdcb330a42ea17a9ff7172e14b904f42.png,7
5629,C__774bb0940fdc205ad69f5fbd84c5092b.png,7
6863,D__02116f4089474bf06a9857c8e5aca498.png,5
14436,vwg-0654-0002.png,3
7193,D__3c756d992eecf2bbb6bec6623b140468.png,2
11613,ave-0501-0009.png,3
1057,A__7173ec59b82940638a9ee81a139d91fe.png,1
7158,D__362eaf09a7bb8f3da9c93616ea80648c.png,7
10484,ave-0269-0011.png,3
12846,vwg-0146-0002.png,3
5455,C__60fe016fd78f484219a86f8d8dfd7587.png,7
3693,B__9851b329546ecae0d091df1cd76996d4.png,1
15488,vwg-0857-0007.png,3
5066,C__2eb1d15c7f0eebe94c62fda18f639b34.png,7
10548,ave-0279-0005.png,3
16914,vwg-1311-0010.png,3
11125,ave-0336-0018.png,3
14823,vwg-0744-0017.png,3
8842,Ta02010_6_8_17.png,0
9047,Ta02283.png,0
4174,B__cea67dbd22af11528782e0a9911d5a09.png,7
4722,C__0410eaebfa511cb0c07bb5ce66d6c250.png,1
2522,B__1771eff690aace7a243f80c10de90efe.png,7
10025,ave-0208-0013.png,3
5251,C__46288a828bac71f26496b2a885d2fdd4.png,6
16196,vwg-1238-0009.png,3
9162,ave-0037-0009.png,3
10520,ave-0272-0013.png,3
14710,vwg-0709-0013.png,3
4048,B__c1e161bad3f2558a98933ab54033a410.png,1
6108,C__afb2a636752ea61b9b10bbc0848445ff.png,1
4236,B__d49f6b5cecf62ab46480b5c7d9faf94e.png,7
1070,A__739038290bf379af7827106c6d6a08ab.png,6
2013,A__dd560eac67ed83cc23b9a1c991ca11ac.png,7
12281,vwg-0019-0012.png,3
9730,ave-0149-0009.png,3
13975,vwg-0587-0021.png,3
8498,Ta01422.png,0
1314,A__8f09c14fac63cd919068a4fb60fc2efa.png,1
6668,C__ee998bbdeac30fb3517487c1032778d8.png,6
12752,vwg-0122-0005.png,3
2396,B__08f2996bd751cb69251a97a8d781e3e8.png,7
16489,vwg-1266-0002.png,3
2263,A__f958f3fd4f17182ec56f76520dfbad1d.png,5
3100,B__59275d9730b324ca6603157554689817.png,7
9988,ave-0204-0016.png,3
764,A__50bb06c57e03c906fa48c876908e6106.png,6
7575,D__7e5daeceb843ce15b96a1624aea6a31f.png,-1
16473,vwg-1264-0003.png,3
11801,ave-0525-0017.png,3
8099,Ta00259.png,0
3923,B__b48fcfae31d05562c894b1dbf2032231.png,7
4473,B__ec7006dcf9c0af49c45b52a6ab383fc0.png,5
14236,vwg-0615-0046.png,3
13037,vwg-0193-0010.png,3
14532,vwg-0682-0020.png,3
6680,C__efaa4d13717e74941939481c8cb1b32f.png,6
13593,vwg-0454-0004.png,3
11812,ave-0526-0008.png,3
14879,vwg-0766-0008.png,3
17043,vwg-1331-0003.png,3
1476,A__a0c3fb64ac49328bad4fe8b5cfc6134f.png,-1
239,A__18a10b347007534d2bab249548c8ed03.png,5
12347,vwg-0025-0013.png,3
862,A__5c007bce032d71445dd8e5db60fb86a6.png,7
11855,ave-0540-0013.png,3
14759,vwg-0714-0014.png,3
15134,vwg-0794-0020.png,3
9080,Ta02316_6_8_17.png,0
13054,vwg-0211-0007.png,3
7436,D__67d7e63b9eec118e248a7a7f3fc47d9c.png,7
10579,ave-0288-0006.png,3
5627,C__76c8154a0f08822f7726891d930811e4.png,1
6355,C__cb1478b9cc62d3e43843e655547bffb0.png,1
16279,vwg-1246-0012.png,3
5260,C__4780b5e32290c8e5760130443f72dda3.png,6
10976,ave-0322-0011.png,3
15342,vwg-0838-0007.png,3
15124,vwg-0794-0004.png,3
3587,B__8cb4b356486711352813ded5aecf1053.png,7
711,A__4b4f71733a60e6bbb9d7906960118759.png,-1
12866,vwg-0147-0019.png,3
601,A__3d90b3bac728c72b5fbc5cb2c6c8e1db.png,6
14440,vwg-0654-0006.png,3
10515,ave-0272-0007.png,3
3040,B__530567a1a117e4e4cb9b02dd63ef3218.png,6
109,A__09eb5ab58e9e2ac44008fc5894824bb3.png,-1
13650,vwg-0477-0007.png,3
11889,ave-0540-0047.png,3
5366,C__5796d7187b8d97ce2c31a362df685f31.png,-1
16547,vwg-1272-0007.png,3
12629,vwg-0088-0006.png,3
5469,C__624926d43eb9c83d3e6d03bff84a7f1b.png,-1
276,A__1bf3742b8878785eabca37790ec51a6f.png,7
2029,A__def6b2237e6249085836e6b06146e49e.png,7
435,A__2bbefcfae1fec63a3926d9ad98d42816.png,-1
2579,B__1e6343ddfb3ac8bc3267f74313fe7604.png,-1
5365,C__575b3b8f9b587e2e5e6e2c6899108dfa.png,7
5056,C__2d22b88d497bb4fe1ac39d7320c9a3ca.png,7
11536,ave-0464-0006.png,3
6365,C__ccf77e2fb6a2d0c18d0d47490f8995c0.png,7
15697,vwg-0936-0007.png,3
1902,A__cf196aca2b8a681f281a456291eb9817.png,4
11389,ave-0359-0003.png,3
10939,ave-0319-0013.png,3
11357,ave-0358-0031.png,3
3316,B__6ef356afcbea280733f3b9348ef6b39e.png,5
15557,vwg-0867-0017.png,3
1048,A__705b1f82e7fcb7492e29c799f6fa4a45.png,7
5526,C__6af7585609aeb22e5012303204459a17.png,1
10827,ave-0309-0009.png,3
16554,vwg-1272-0014.png,3
11631,ave-0502-0018.png,3
11911,ave-0540-0069.png,3
1876,A__cd0a945382d1162ac725e664017903a7.png,1
461,A__2e28a628f1090da413a31caa73e03068.png,5
15575,vwg-0889-0021.png,3
4453,B__ea0130a7de3745b8da8a8a0110b138f7.png,5
3696,B__986414dd37e4ca2a45931af7df444ba6.png,1
2411,B__0a04985da8db720f800aee0123c5bb90.png,7
7510,D__7344d038b198404b86cc85e24aa91d4a.png,5
9296,ave-0058-0012.png,3
13968,vwg-0587-0014.png,3
602,A__3db9f13ff90d75694e27a8ec3a4044a0.png,-1
17036,vwg-1329-0004.png,3
15769,vwg-0969-0011.png,3
15999,vwg-1224-0009.png,3
10931,ave-0319-0005.png,3
17154,vwg-1358-0003.png,3
13625,vwg-0466-0003.png,3
2897,B__426e9f69368a1ba432c4bf3e403dbe8d.png,-1
6138,C__b246d8e2d896ae1700f21eafa1be29ce.png,7
8918,Ta02138_6_8_17.png,0
14363,vwg-0643-0010.png,3
6767,C__f83b6000e632530450ef9d4a8ea881f6.png,7
10863,ave-0313-0005.png,3
10625,ave-0291-0016.png,3
7346,D__552f4af1aae689976f8ca4dbcb0237f9.png,7
10611,ave-0290-0021.png,3
5544,C__6cca761ad4a06272a91b30e78e26e717.png,1
1112,A__77d0c6faa54f70bdf82fc47791df5c4b.png,7
7860,D__a9e49ca0690b502bca437e14ee3e6f38.png,6
3241,B__66ba5f1454e520f7728aaba59151c62b.png,4
58,A__04426cf2ca5644f190bd0fb6ed1ebef6.png,5
11524,ave-0432-0015.png,3
8207,Ta00621.png,0
12650,vwg-0092-0009.png,3
16939,vwg-1315-0003.png,3
15503,vwg-0860-0001.png,3
8210,Ta00625.png,0
11514,ave-0432-0005.png,3
7723,D__932a18b18d06e4bdff8ba80ef44d26cd.png,1
15747,vwg-0966-0016.png,3
14330,vwg-0641-0014.png,3
2605,B__22995c66c82f64a9913ee5010b5cedad.png,7
12512,vwg-0053-0011.png,3
2419,B__0b6f61a54f4d4964cfb691e5584fd4d3.png,6
3033,B__51dbbb9a25bc7608733877ba2593df80.png,1
1446,A__9e3348670d69a22d31c192e3d0346f62.png,5
15512,vwg-0860-0018.png,3
14974,vwg-0779-0022.png,3
13289,vwg-0309-0001.png,3
1201,A__832afe4fc36acd7df7cb0c50fb47b265.png,7
13589,vwg-0453-0006.png,3
15513,vwg-0861-0001.png,3
6812,C__fc19abe8737578024e8a97a24e8ea8c8.png,5
5555,C__6dcc7d0e5cbd04f1de860693eab742d0.png,7
5613,C__74d7b2763ecd8fe1d302fbe11f59d631.png,7
5202,C__401c60aa53e691f4e15752cb35ff672d.png,1
4865,C__142bc0f3a0b8f55f947b9f33d333a522.png,-1
5890,C__97b8f4c65f22976977e2ac7ba1137816.png,6
8265,Ta00786.png,0
12394,vwg-0033-0013.png,3
16230,vwg-1242-0011.png,3
9863,ave-0186-0020.png,3
1508,A__a41b2d1af45dc9833b1fd0b594a17d41.png,1
15035,vwg-0785-0018.png,3
3826,B__a7f12aadffa1cbec19314bef0e7672ea.png,6
7296,D__4d8e151e4b5719f4d3502fa6022a8655.png,-1
12126,ave-0588-0020.png,3
9219,ave-0045-0007.png,3
15165,vwg-0798-0008.png,3
1454,A__9f08b0d49a4b5789daf98093678409c4.png,6
11131,ave-0337-0004.png,3
4912,C__1b9011295200035d3164cc3f3f1a289e.png,6
7305,D__4e1a06f0c7dcd6b2259827dc57393cec.png,7
17009,vwg-1324-0007.png,3
7338,D__53f61aa1640563dd403a4941b4126056.png,2
5507,C__67bde504a8c63ed70a8f9a5ab1fb256c.png,6
9507,ave-0111-0009.png,3
7909,D__b208fbc5af8dd67f22f2f18e6b5874cc.png,6
3345,B__73396eb5232bb68836185835c56b001f.png,6
10965,ave-0321-0010.png,3
10799,ave-0307-0003.png,3
5473,C__62c07c9e384455107ebfc903027d1e22.png,7
5317,C__4fd96f2c7a29563af65ddac26244c5d1.png,7
11982,ave-0544-0004.png,3
6947,D__102909732cd78c305231139729cd2313.png,1
13729,vwg-0513-0008.png,3
16652,vwg-1281-0008.png,3
15128,vwg-0794-0008.png,3
8177,Ta00504.png,0
12225,vwg-0008-0008.png,3
9015,Ta02246.png,0
7842,D__a67cbeaac24c0c3a537ec0150bf8c594.png,5
13689,vwg-0500-0015.png,3
9119,Ta02352.png,0
10580,ave-0288-0007.png,3
6491,C__dc109ac56e784a9eb0a7e4b6480e2f02.png,7
13790,vwg-0535-0011.png,3
7438,D__689196d5e12fd365d4395532cc07b746.png,7
4860,C__13cdf23302819a0f79decee613057715.png,7
1460,A__9f68fbe931fe41eb018e5f0a15441413.png,5
5314,C__4fcc731ea41a697e641be233b628bb37.png,5
9148,ave-0035-0010.png,3
16548,vwg-1272-0008.png,3
16768,vwg-1292-0014.png,3
14942,vwg-0777-0015.png,3
9878,ave-0189-0013.png,3
835,A__57c04cf20a26621fa8050301cd71cb99.png,7
10707,ave-0299-0003.png,3
13735,vwg-0514-0007.png,3
6248,C__bfd9ee3f8f767fcfb51d14d244215886.png,1
427,A__2aff4e4eeda538b25d5545d97d831bfd.png,7
3146,B__5e597a7cf2323aebf5d821fd3c0c9bf8.png,2
10091,ave-0221-0016.png,3
6528,C__e0d1bff579fdface9e5afde3fa9ab178.png,-1
6626,C__eb56cd17779fea611c19518c42e62565.png,5
7441,D__68a2110df767e9559db5a6a0f4da384c.png,7
8892,Ta02074_6_8_17.png,0
13014,vwg-0186-0004.png,3
13494,vwg-0422-0005.png,3
4780,C__0bf692275e9853c3e3cdf3af297034a2.png,7
2480,B__122b0e25d6b5c00e300046d384833847.png,6
11187,ave-0342-0011.png,3
9814,ave-0168-0031.png,3
8530,Ta01485.png,0
15752,vwg-0967-0008.png,3
14478,vwg-0680-0007.png,3
13309,vwg-0328-0001.png,3
1734,A__bc99a30758e8ee680bb94f329b3bbd76.png,6
3088,B__5844fe75f0a5d6083a3484967af543ba.png,6
14117,vwg-0597-0007.png,3
3775,B__a1a2f1ef6698ecca88dcdeab84296585.png,-1
11006,ave-0325-0016.png,3
17019,vwg-1326-0005.png,3
6054,C__a97ed276e8449526ca66a9a58ee8b36d.png,7
2216,A__f4f49d50fb21fa32c568812eb5114366.png,1
5653,C__79e073848e480157b1a93863216d8e7e.png,7
10161,ave-0234-0006.png,3
5940,C__9dcf5920ee6f1959c44d248faabe06e6.png,2
4463,B__eb6842dacc2671550b0bd79ae805f1d9.png,1
9054,Ta02288_6_8_17.png,0
6419,C__d1b5781776ea252da22cf7911a905b36.png,7
546,A__37adf76a6f511d8b9414c9563f876d33.png,1
15137,vwg-0796-0007.png,3
13139,vwg-0259-0001.png,3
12732,vwg-0119-0003.png,3
13749,vwg-0518-0016.png,3
3392,B__799d8f1db47abc2397707721ea0dba68.png,7
5130,C__3764c1528c5f10a749b837fc242e294b.png,1
10016,ave-0207-0020.png,3
15428,vwg-0849-0008.png,3
17122,vwg-1344-0013.png,3
1975,A__d88f123ea740cc9e46f020acfe001491.png,6
9609,ave-0126-0020.png,3
11505,ave-0405-0004.png,3
1384,A__97722450998e380aab2170eed2f1f11c.png,1
4610,B__f76ba049b3155b04a3c014df7e4aa496.png,7
16595,vwg-1275-0011.png,3
4909,C__1b3db560f4ee928f3f7ceb6b494345ef.png,6
3054,B__55002d1c85735e2b176372132d0092ff.png,7
13912,vwg-0585-0053.png,3
9116,Ta02347_6_8_17.png,0
2555,B__1b39281b77354b7b8fd45b5b429b8ff5.png,7
8939,Ta02164.png,0
4994,C__2505a9e2a38e5ad1e7aa7c2fcc04ef9a.png,7
11419,ave-0362-0006.png,3
467,A__2ee6598e6537340563fe6b8f784ab294.png,7
3698,B__987d2861564012131b76ee141116114c.png,1
3928,B__b54018b27100f28f05e7245bc3998a33.png,1
1254,A__8915c91a6b7b9e78c319d83931b9823c.png,7
2913,B__447fb829f0b8b0e7e939cdfe600efc11.png,2
6656,C__ed84d433667a2612ea8bd7430346ccfd.png,1
12930,vwg-0158-0002.png,3
15528,vwg-0863-0010.png,3
11401,ave-0361-0007.png,3
10872,ave-0314-0004.png,3
4527,B__f0d69e861e355bd143f16aa52e0da9fc.png,5
15326,vwg-0837-0008.png,3
9002,Ta02232_6_8_17.png,0
14976,vwg-0779-0024.png,3
4253,B__d6da0fd9ba14cb61417188a210a0f720.png,-1
2382,B__07565fba68f846f33e5217129937e9a0.png,7
8674,Ta01784.png,0
7229,D__42be20d0aaccb918b60d5a6b9086d4e6.png,6
2456,B__0f6fb4e0557782822a55019e3745e051.png,1
9549,ave-0118-0011.png,3
1681,A__b72dcc4fdb1c9e7b6909cf2d045bd485.png,4
2813,B__3aae02b6666c9240c090beca84f0de98.png,4
17110,vwg-1343-0006.png,3
11741,ave-0516-0016.png,3
8291,Ta00883.png,0
9809,ave-0168-0001.png,3
12745,vwg-0121-0009.png,3
12730,vwg-0119-0001.png,3
8243,Ta00741.png,0
17010,vwg-1324-0008.png,3
17115,vwg-1344-0006.png,3
10324,ave-0255-0012.png,3
9569,ave-0118-0031.png,3
13270,vwg-0303-0006.png,3
3130,B__5c714a11400be667ca4745fbbb395f69.png,4
7538,D__78d29b031977aff2dc1e98291a83d35f.png,1
304,A__1faa803c880a3bd0013ae048edab9749.png,7
10126,ave-0228-0014.png,3
6798,C__fb2bb4a793371bbeb6b9007655ae8235.png,7
10449,ave-0267-0006.png,3
6681,C__efb213630854e31959699c99b213700b.png,6
5237,C__450b806f78cca969ccc39d2b9f979964.png,6
15268,vwg-0823-0005.png,3
12916,vwg-0154-0006.png,3
12494,vwg-0050-0006.png,3
10109,ave-0225-0008.png,3
4582,B__f4c1c2ab2a9b8f1a01a377425a099164.png,7
1944,A__d57460dfd42649aa27933ea467adbb51.png,7
12050,ave-0554-0024.png,3
16340,vwg-1253-0013.png,3
13818,vwg-0554-0004.png,3
193,A__1436705c9be4ff9464a22ac70a8b9892.png,1
1816,A__c6750e63709b2db14a0266eed8449558.png,7
5721,C__829c61a73a8930beb8bcc847204d7a15.png,1
6300,C__c5448fa3a5a6e88643a523915044638a.png,2
5357,C__55ba3ee45a40bac717331471c60a1dbc.png,6
16982,vwg-1321-0002.png,3
1930,A__d2f7a3e8218c6cbd77501faed0e20a76.png,5
3171,B__6095d8335685b5b40d17c1bc274234cf.png,7
3420,B__7baeaf840c604aba9456f655a2ed73b8.png,2
7251,D__46008bb4cfe0686e63bb27a9da57679b.png,6
12787,vwg-0137-0002.png,3
5869,C__955491641886850c37c344c82f1990bd.png,5
7599,D__82daa8f006b7a0e2acf1823412a09bbc.png,7
2531,B__1815067b01bf260ee78b368a3285ba47.png,6
236,A__1849d7e4d3a513d2f7b38451ee7df88c.png,-1
551,A__37ea6cfb2e569a4579aa05436bb6d6cb.png,7
10165,ave-0234-0011.png,3
11502,ave-0391-0002.png,3
6410,C__d127c21c0a2f4c375fde263c5150684b.png,6
15663,vwg-0924-0016.png,3
13092,vwg-0225-0001.png,3
10887,ave-0315-0009.png,3
5945,C__9e0ad2838bbe2c95b213a4e7000240e7.png,7
13392,vwg-0383-0001.png,3
1808,A__c5fc73028022b425fa528b891b32b2ac.png,7
828,A__57011de0655498172d0c276a47fd7a8b.png,7
12474,vwg-0047-0011.png,3
12581,vwg-0073-0012.png,3
12940,vwg-0160-0003.png,3
7284,D__4c3c3cedc909606f815339bdae26e142.png,5
9801,ave-0158-0008.png,3
13657,vwg-0477-0016.png,3
11377,ave-0358-0051.png,3
9361,ave-0069-0013.png,3
10724,ave-0300-0011.png,3
16177,vwg-1237-0004.png,3
11570,ave-0466-0019.png,3
4884,C__189a5126274a2ff28b677be164938c18.png,-1
4006,B__bd4b288d0d22a03cca694f0e499f474f.png,7
